,bin,name,first_author,author_corresponding,counts,work_citedby
9414,5,Role of Selenium in Human Health and Disease,2,4,20,846
9415,5,Role of Sigma Receptors in Cellular Signaling,1,2,2,71
9416,5,Role of Sirtuins in Health and Aging,6,1,25,199
9417,5,Role of Social Innovation in Territorial Development,0,0,1,0
9418,5,Role of TREM-1 and Endocan in Inflammation,1,1,10,120
9419,5,Role of Transcription Factors in Cell Regulation,8,6,48,851
9420,5,Role of Vitamin C in Health and Disease,2,1,21,2326
9421,5,Role of Vitamin K in Health,0,0,2,2
9422,5,Roles of Neurotrophins in Nervous System Function,9,10,61,1416
9423,5,Rotational Seismology and Engineering Applications,1,0,5,10
9424,5,Rural Revitalization Strategy in China,4,4,4,0
9425,5,"S100 Proteins: Structure, Function, and Pathology",6,6,36,535
9426,5,Saharan Migrations and Transnational Connections,1,1,1,0
9427,5,Salivary Gland Tumors and Carcinomas,3,4,27,194
9428,5,Salutogenesis and Sense of Coherence in Health,0,1,6,308
9429,5,Saproxylic Insect Ecology and Forest Management,0,0,5,0
9430,5,Sarcoma Research and Treatment,16,24,131,1846
9431,5,"Sarcopenia: Definition, Diagnosis, and Implications",8,9,119,2629
9432,5,Scaling Limits of Interacting Particle Systems,1,0,1,3
9433,5,Scheduling Problems in Manufacturing Systems,1,1,1,2
9434,5,Schizophrenia Research and Treatment,9,12,77,1583
9435,5,Science Diplomacy at the Intersection of S&T Policies and Foreign Affairs,0,0,1,0
9436,5,Science Policy and Innovation Management,0,0,1,4
9437,5,Science and Technology of Capacitive Deionization for Water Desalination,0,1,6,60
9438,5,Science of Clothing Comfort and Textile Properties,1,0,8,0
9439,5,Science-Policy Integration for Water Management,0,0,3,0
9440,5,Scientific Computing and Data Analysis with Python,0,0,12,0
9441,5,Scientific Writing and Publication Practices,2,2,3,3
9442,5,Scientific and Medical Aspects of Ozone Therapy,0,0,1,0
9443,5,Scintillation Detector Technology,0,0,2,22
9444,5,Scottish History and National Identity,1,1,1,0
9445,5,Secondary Analysis of Qualitative Data,2,2,2,1
9446,5,Secure Classical Communication Using Noise and Laws,2,0,2,7
9447,5,Securitization and Global Health Governance,1,1,2,1
9448,5,Security and Privacy in RFID Networks,1,1,1,0
9449,5,Self-Assembly and Biomaterial Design,5,11,30,506
9450,5,Self-Assembly of Block Copolymers in Nanotechnology,0,1,1,7
9451,5,Self-Determination Theory in Human Motivation and Well-Being,0,0,1,0
9452,5,Self-Management of Diabetes in Adults,8,6,55,2224
9453,5,Self-Regulated Learning in Educational Research,2,1,4,16
9454,5,Semantic Web and Ontology Development,0,0,5,0
9455,5,Semiconductor Spintronics and Quantum Computing,2,2,3,19
9456,5,Sensory Analysis in Food Science Research,0,0,1,0
9457,5,Sentiment Analysis and Opinion Mining,1,0,5,58
9458,5,Sex Determination and Differentiation in Organisms,6,5,14,205
9459,5,Shared Decision Making in Healthcare,9,4,53,573
9460,5,Shoulder Pathology and Treatment Outcomes,29,11,96,2751
9461,5,Silicon Photonics Technology,0,2,4,54
9462,5,Silk Roads and Eurasian Exchange Networks,1,1,1,0
9463,5,Simulation-based Medical Education and Training Techniques,11,4,40,645
9464,5,Single Image Super-Resolution Techniques,3,1,29,523
9465,5,Skew Distributions and Applications in Statistics,1,2,4,14
9466,5,Skin Scarring and Remodeling Mechanisms,2,1,14,364
9467,5,Skin Sensitization and Contact Allergy Research,3,1,9,102
9468,5,Sleep and Insomnia,24,16,105,1923
9469,5,Sleep's Role in Memory Consolidation and Regulation,15,11,86,1617
9470,5,Sleep-Disordered Breathing and Health Outcomes,22,15,105,1409
9471,5,Small Cell Lung Cancer,15,6,107,2710
9472,5,Smart Cities: Innovations and Challenges,0,0,1,19
9473,5,Smoking Cessation and Health Effects of Tobacco,19,15,87,1342
9474,5,Snake Venom Evolution and Toxinology,1,1,3,15
9475,5,Social Capital and Trust in Communities,1,2,2,65
9476,5,Social Cognitive Theory in Career Development,2,2,9,210
9477,5,Social Movements and Political Conflict Analysis,13,4,19,259
9478,5,Social Preferences and Economic Behavior,3,3,14,107
9479,5,Social and Cultural Development in Vietnam,3,3,4,7
9480,5,Social and Environmental Impacts of Dam-induced Displacement,3,3,3,0
9481,5,Social and Psychological Aspects of Online Gaming,3,2,3,17
9482,5,Society and Economy in Ancient Mediterranean Civilizations,4,4,4,2
9483,5,Socio-Demographic and Political Dynamics in Cambodia,2,2,2,6
9484,5,Socio-Legal Studies in Multicultural Contexts,7,6,7,10
9485,5,Socio-Political Dynamics of North Korea,2,2,4,0
9486,5,Sociolinguistic Variation and Language Change,1,1,1,2
9487,5,Software-Defined Networking and Network Virtualization,4,2,4,10
9488,5,Soil Carbon Dynamics and Nutrient Cycling in Ecosystems,2,5,7,364
9489,5,Solid Waste Management,0,0,1,72
9490,5,Solidarity Economy and Social Management,0,0,1,0
9491,5,Spatial Ability for STEM Domains,1,2,2,8
9492,5,Spatial Econometrics and Spatial Data Analysis,1,0,4,14
9493,5,Spatial Microsimulation Models for Policy Analysis,0,0,10,0
9494,5,Spatial Shift-Share Analysis in Economic Development,0,0,16,5
9495,5,Species Distribution Modeling and Climate Change Impacts,0,0,2,135
9496,5,Spectral Theory of Differential Operators,8,7,9,2
9497,5,Speech Enhancement Techniques,1,1,1,0
9498,5,Speech Perception and Phonetics,1,1,5,68
9499,5,Speech Recognition Technology,0,0,4,0
9500,5,Sphingolipid Signalling and Metabolism in Health and Disease,5,5,17,412
9501,5,Spina Bifida,10,8,30,147
9502,5,Spinal Hematomas and Related Conditions,0,0,3,27
9503,5,Spine Surgery Techniques and Technologies,4,4,37,497
9504,5,Sponge-Associated Microorganisms and Biotechnological Potential,2,2,3,13
9505,5,Spontaneous Pneumomediastinum in COVID-19 Patients,2,3,11,38
9506,5,Sports Science and Performance Analysis,1,0,2,2
9507,5,Standardisation and Management of COPD,11,5,37,525
9508,5,Standardisation of Lower Urinary Tract Function,7,6,37,484
9509,5,Standards and Guidelines for Genetic Variant Interpretation,10,7,27,565
9510,5,Star Formation in Molecular Clouds and Protoplanetary Disks,0,0,1,15
9511,5,State Aid in European Union Law,1,1,1,11
9512,5,Statistical Computing and Data Analysis in R,0,0,23,0
9513,5,Statistical Convergence in Approximation Theory and Functional Analysis,0,0,1,0
9514,5,Statistical Literacy and Reasoning in Education,2,2,5,38
9515,5,Statistical Machine Translation and Natural Language Processing,2,1,8,99
9516,5,Statistical Mechanics of Complex Networks,0,0,1,4
9517,5,Statistical Methods in Clinical Trials and Drug Development,5,3,24,165
9518,5,Stellar Astrophysics and Exoplanet Studies,0,0,3,8
9519,5,Stereo Vision and Depth Estimation,0,1,1,0
9520,5,Stigma and Dynamics of Non-Monogamous Relationships,3,3,3,1
9521,5,Stochasticity in Gene Regulatory Networks,3,6,12,188
9522,5,Strategic Management and Organizational Leadership,1,0,1,5
9523,5,Strategies to Reduce Low-Value Health Care Services,3,2,16,338
9524,5,Stratospheric Chemistry and Climate Change Impacts,2,5,15,277
9525,5,Strigolactone Signaling in Plant Interactions,0,1,1,27
9526,5,Structural and Functional Study of Noble Metal Nanoclusters,0,1,3,15
9527,5,Structure and Function of G Protein-Coupled Receptors,8,4,47,976
9528,5,Structure and Function of Gap Junctions and Connexins,2,3,28,1024
9529,5,Structure and Function of Nicotinic Receptors,2,0,27,274
9530,5,Structure and Function of Plant Cell Walls,1,0,3,192
9531,5,Structure and Function of the Nuclear Pore Complex,4,3,17,36
9532,5,Studies on the Theology and Philosophy of Augustine,3,3,3,62
9533,5,Studies on the Work of Louis Althusser,1,1,1,6
9534,5,Study of Collective Memory and Trauma,2,2,2,0
9535,5,Suicidal Behavior and Prevention Strategies,6,7,41,817
9536,5,Superhydrophobic Surface Technology,0,0,1,8
9537,5,Supporting Health Care Transition from Adolescence to Adulthood,12,11,63,661
9538,5,Surfactant Aggregation and Self-Assembly Phenomena,0,1,1,10
9539,5,Surgical Interventions for Cervical Spine Disorders,4,3,17,151
9540,5,Surgical Management of Brachial Plexus Injuries,5,3,20,146
9541,5,Surgical Simulation and Training Techniques,6,5,34,529
9542,5,Surgical Ventricular Reconstruction in Myocardial Infarction,9,4,44,183
9543,5,Sustainability Transitions and Resilience in Social-Ecological Systems,1,1,6,103
9544,5,Sustainable Development in Mining and Minerals Industry,1,1,1,21
9545,5,Swarm Intelligence Optimization Algorithms,1,0,2,10
9546,5,Sweeteners' Taste and Impact on Health,0,0,5,156
9547,5,Symplectic Topology and Knot Invariants,0,0,1,7
9548,5,Synthesis and Applications of ß-Lactams,0,1,2,20
9549,5,Synthesis and Characterization of Inorganic Pigments,0,0,1,0
9550,5,Synthesis and Properties of Inorganic Cluster Compounds,0,0,1,0
9551,5,Systemic Lupus Erythematosus and Antiphospholipid Syndrome,15,10,132,2287
9552,5,Targeted Protein Degradation in Biomedical Research,8,6,57,812
9553,5,Teaching and Learning in Higher Education,1,2,4,3
9554,5,Technology Adoption and Aging Population,1,0,3,0
9555,5,Telemedicine in Global Healthcare,13,6,59,1656
9556,5,Temporal Dynamics of Team Processes and Performance,1,1,1,2
9557,5,Tensor Decompositions and Applications in Multilinear Algebra,6,0,31,430
9558,5,Terrorism and Radicalization Studies,1,1,1,10
9559,5,Testicular Germ Cell Tumors and Treatment,1,0,24,321
9560,5,The Connection Between Art Therapy and Public Health,2,2,3,29
9561,5,The Delphi Method in Research and Consensus Building,6,5,12,150
9562,5,The Dialogical Self: Personal and Cultural Positioning,0,0,1,13
9563,5,The Dynamics of Work and Family Interactions,0,0,2,57
9564,5,The Exposome in Environmental Health Research,22,14,146,1272
9565,5,The Impact of Digital Media on Public Discourse,2,3,13,162
9566,5,The Impact of R&D Subsidies on Private R&D Investment,1,0,1,0
9567,5,The Impact of Sharing Economy on Consumption,1,0,1,204
9568,5,The Intersection of Anthropology and Military Operations,1,1,1,0
9569,5,The Pervasiveness of Fairy Tales in Culture,1,1,1,0
9570,5,The Poetics of W.G. Sebald's Literature,1,1,1,0
9571,5,The Political Economy of Resource Curse Hypothesis,5,5,5,0
9572,5,The Problem of Evil and Theodicy,3,3,3,0
9573,5,The Relationship Between Music and Anxiety Management,2,1,26,140
9574,5,The Responsibility to Protect in International Relations,0,0,2,0
9575,5,The Role of Exercise in Inflammation and Oxidative Stress,0,0,4,19
9576,5,The Role of Narrative in Persuasive Communication,3,3,7,85
9577,5,The Role of Optimism in Psychological Well-being,2,3,9,65
9578,5,The Spread of Misinformation Online,3,4,19,1121
9579,5,The Study of Creativity and Innovation,3,2,3,60
9580,5,The p53 Signaling Network in Cancer Research,7,8,54,656
9581,5,Thematic Analysis of Mission Statements in Organizations,0,0,1,5
9582,5,Theoretical Developments in Attachment and Relationships,1,0,5,24
9583,5,Theoretical Perspectives on Global Justice,7,7,7,47
9584,5,Theories of Behavior Change and Self-Regulation,1,1,8,138
9585,5,Theory and Applications of Compressed Sensing,4,1,24,111
9586,5,Theory and Applications of Fractional Differential Equations,1,1,1,3
9587,5,Theory and Applications of Option Pricing Models,3,0,3,134
9588,5,Theory of Constraints in Operations Management,1,1,1,13
9589,5,Theory-based Evaluation of Complex Interventions,4,4,12,24
9590,5,Therapeutic Advances in Cystic Fibrosis Research,27,17,155,3770
9591,5,Therapeutic Alliance in Psychotherapy,4,3,5,18
9592,5,"Therapeutic Antibodies: Development, Engineering, and Applications",14,11,80,960
9593,5,Therapeutic Applications of Clay Minerals in Health,0,0,3,5
9594,5,Therapeutic Applications of Honokiol and Magnolol Compounds,2,11,35,523
9595,5,Therapeutic Applications of Molecular Hydrogen Therapy,0,1,1,19
9596,5,Therapeutic Effects of Ginkgo Biloba Extracts,1,1,4,180
9597,5,Therapeutic Hypothermia and Fever Management,1,2,9,195
9598,5,Therapeutic Potential of Flavonoids in Medicine,1,0,1,28
9599,5,Therapeutic Potential of Psychedelic Therapy,0,2,9,1951
9600,5,Thin-Film Solar Cell Technology,1,1,3,24
9601,5,Thrombosis and Coagulation Disorders,3,1,7,27
9602,5,Thyroid Disease and Hormone Regulation,2,2,22,845
9603,5,Tick-Borne Diseases and Pathogens Transmission,4,4,8,34
9604,5,Time Series Forecasting Methods,0,0,2,14
9605,5,Tissue Engineering and Regenerative Medicine,12,8,46,1210
9606,5,Topological Data Analysis in Science and Engineering,0,0,3,3
9607,5,Topological Insulators and Superconductors,0,0,2,27
9608,5,Toxicology and Environmental Impacts of Mercury Contamination,0,0,4,34
9609,5,Toxoplasmosis and Neosporosis Research,1,1,28,369
9610,5,Trace Element Analysis in Medicinal Plants and Teas,3,1,16,174
9611,5,Traditional Chinese Medicine and Healthcare Practices,0,0,1,0
9612,5,Traditional Chinese Medicine in Modern Science,1,0,1,4
9613,5,Traditional Knowledge of Medicinal Plants,1,2,5,141
9614,5,Traffic Flow Prediction and Forecasting,2,2,2,9
9615,5,Trained Immunity in Health and Disease,1,0,13,24
9616,5,Trajectory Data Mining and Analysis,0,0,9,57
9617,5,Transatlantic Slave Trade and Its Impact,2,3,3,35
9618,5,Transformation of European Political Thought and Culture,3,3,3,7
9619,5,Transformation of Global Christianity since 1945,1,1,2,1
9620,5,Transformation of Medical Education and Professionalism,37,27,106,951
9621,5,Transformation of Rural Settlement Patterns in Russia,1,1,1,0
9622,5,Transformation of Russian Economy and Society,1,0,1,0
9623,5,Transformative Learning Theory and Practice,1,0,2,14
9624,5,Transformative Potential of Blended Learning in Education,2,1,7,69
9625,5,Transforming Growth Factor Beta Signaling Pathway,1,1,8,0
9626,5,Transgenic Animal Research,0,0,5,0
9627,5,Transition Metal Catalysis,0,0,1,15
9628,5,Transition-Metal-Catalyzed C–H Bond Functionalization,12,23,68,3379
9629,5,Transition-Metal-Catalyzed Sulfur Chemistry,1,1,2,48
9630,5,Translanguaging Pedagogy in Multilingual Education,0,0,2,79
9631,5,Transnational Diasporas and Migration Studies,2,2,2,0
9632,5,Treatment and Management of Anal Cancer,9,4,55,366
9633,5,Treatment and Mechanisms of Complex Pain Syndromes,9,5,23,137
9634,5,Treatment and Outcomes of Hand Injuries,12,8,40,283
9635,5,Treatment and Pathogenesis of Hidradenitis Suppurativa,2,1,10,473
9636,5,Trends in Health Care Research and Practice,1,0,1,0
9637,5,Tropical Cyclone Intensity and Climate Change,1,1,2,44
9638,5,Tuberculosis,45,33,264,3558
9639,5,Tuberous Sclerosis Complex and Related Disorders,3,3,12,88
9640,5,Tumors of the Ear and Temporal Bone,2,0,9,7
9641,5,Turbulent Flows and Vortex Dynamics,0,0,2,11
9642,5,Two-Dimensional Materials,1,2,10,272
9643,5,Type-2 Fuzzy Logic Systems and Applications,0,0,10,0
9644,5,Ubiquitin-Proteasome Proteolytic Pathway,7,12,65,1082
9645,5,Uncertainty Quantification and Sensitivity Analysis,1,0,3,34
9646,5,Understanding Consumer Behavior in Retail Environments,4,3,8,1659
9647,5,Upconversion Nanoparticles,0,1,3,120
9648,5,Urban Agriculture and Community Development,1,2,18,252
9649,5,Urban Shrinkage in Post-Socialist Contexts,2,2,47,2
9650,5,Uric Acid in Cardiovascular and Renal Health,2,1,10,672
9651,5,Urotrauma and Genitourinary Development,4,5,28,166
9652,5,Usage and Impact of E-Books in Academic Settings,2,1,3,0
9653,5,User Acceptance of Information Technology,1,0,1,0
9654,5,User Experience and Design Research in HCI,0,0,3,100
9655,5,Uterine Conditions and Treatments,3,1,34,90
9656,5,Utilization of Forest Biomass for Various Applications,1,1,1,0
9657,5,Vaginal Microbiome and Sexually Transmitted Infections,27,28,155,1970
9658,5,Value-based Management and Economic Performance Measurement,1,1,2,1
9659,5,Vascular Access for Coronary Procedures and Trauma Management,4,2,28,219
9660,5,Vascular Tumors and Angiosarcoma,1,1,19,218
9661,5,Venous Anomalies and Syndromes in Vascular System,1,2,8,60
9662,5,Viral Hemorrhagic Fevers and Zoonotic Infections,3,3,24,170
9663,5,Viral RNA Silencing and Plant Immunity,1,1,1,58
9664,5,Viral-Related Cancers in Immunocompromised Patients,6,10,32,478
9665,5,Virtual Presence and Embodiment in VR Research,2,2,4,27
9666,5,Visigothic Monarchy in Hispania,1,1,1,0
9667,5,Visual Culture in Colonial Spanish America,2,2,2,0
9668,5,Visual Hallucinations in the Visually Impaired,1,1,1,2
9669,5,Visual Jurisprudence and Legal Semiotics,4,3,4,17
9670,5,Vitamin D and Health Outcomes,15,13,74,1373
9671,5,Vitreoretinal Surgery Techniques,4,9,26,448
9672,5,Vocabulary Acquisition in Second Language Learning,2,2,2,1
9673,5,Volunteer Tourism and Global Development Impacts,0,0,3,21
9674,5,Volunteered Geographic Information and Geospatial Crowdsourcing,0,0,13,0
9675,5,Waterborne Disease Outbreaks and Pathogen Transport,4,3,10,178
9676,5,Wave Control in Complex Media,1,0,6,36
9677,5,Wearable Nanogenerator Technology,0,1,9,364
9678,5,Web Application Security and Vulnerability Detection,0,0,2,16
9679,5,Web Data Extraction and Crawling Techniques,0,0,4,9
9680,5,Weight Stigma and Obesity Management,6,5,16,28
9681,5,Wildlife Ecology and Conservation Biology,0,1,2,6
9682,5,Wireless Body Area Networks in Healthcare,1,0,4,0
9683,5,Wireless Indoor Localization Techniques and Systems,1,1,2,5
9684,5,Wnt Signaling in Development and Disease,4,1,18,696
9685,5,Work Engagement and Organizational Behavior,0,0,2,36
9686,5,Work-related Stress and Health Impact,1,1,7,173
9687,5,Workplace Bullying and Harassment in Professional Environments,1,1,3,28
9688,5,Workplace Spirituality and Organizational Performance,1,1,1,0
9689,5,Wound Healing and Regeneration,1,2,11,454
9690,5,X-ray Imaging Techniques and Applications,0,0,2,0
9691,5,Xenotransplantation Research and Applications,3,4,13,1297
9692,5,Youth Identity Politics in Contemporary Russia,2,1,2,2
9693,5,Zebrafish as a Model Organism for Multidisciplinary Research,5,6,11,243
9694,5,mTOR Signaling in Growth and Disease,4,5,32,708
9695,6,"14-3-3 Proteins: Structure, Function, and Regulation",0,0,8,19
9696,6,3D Bioprinting Technology,17,26,173,1264
9697,6,3D Concrete Printing Technology,1,1,1,0
9698,6,3D Geospatial Modelling Techniques,1,0,1,0
9699,6,4D Printing Technologies,1,0,1,0
9700,6,ATP Synthase Function and Regulation,1,1,4,36
9701,6,Abdominal Compartment Syndrome and Intra-abdominal Hypertension,4,2,14,34
9702,6,Accelerating Materials Innovation through Informatics,26,15,107,862
9703,6,Accuracy of Clinical Coding in Healthcare Data,2,0,10,54
9704,6,Acoustic Metamaterials and Phononic Crystals,4,1,5,4
9705,6,Acoustic Wave Biosensors and Thin Film Resonators,4,2,6,9
9706,6,Acquisition and Development of Sign Language,1,6,7,60
9707,6,Active Learning in Machine Learning Research,0,0,12,80
9708,6,Activity Recognition in Pervasive Computing Environments,1,0,9,14
9709,6,Acupuncture Mechanisms and Clinical Applications,5,2,16,21
9710,6,Acute Myeloid Leukemia,24,13,351,1547
9711,6,Adaptation Studies in Literature and Film,1,1,1,0
9712,6,Adaptation of Tendon and Skeletal Muscle to Mechanical Loading,3,2,32,117
9713,6,Adaptation to Climate Change in Agriculture,3,2,3,22
9714,6,Adaptive Filtering in Non-Gaussian Signal Processing,2,0,2,0
9715,6,Addressing Racial and Ethnic Disparities in Healthcare through Cultural Competence,4,4,25,96
9716,6,Adolescent Sexual Health and Behavior Patterns,15,15,113,369
9717,6,Adsorption of Water Contaminants,0,1,1,13
9718,6,Adult Neurogenesis and Brain Development,5,5,36,120
9719,6,Advanced Cardiac Imaging Techniques and Diagnostics,41,14,270,1397
9720,6,Advanced Techniques in Bioimage Analysis and Microscopy,14,5,51,135
9721,6,Advanced Vehicle Dynamics Control Systems,2,0,2,0
9722,6,Advancements in Biomedical Science and Health Research,2,1,4,0
9723,6,Advancements in Colorectal Cancer Research,9,3,84,591
9724,6,Advancements in Density Functional Theory,14,25,65,412
9725,6,Advancements in Lung Cancer Research,35,21,260,2007
9726,6,Advancements in Prostate Cancer Research,54,44,413,3733
9727,6,Advancements in Transplantation Procedures and Outcomes,1,0,5,22
9728,6,Advancements in Water Purification Technologies,0,0,1,0
9729,6,Advances in Chemical Sensor Technologies,2,0,2,0
9730,6,Advances in Metabolomics Research,34,22,332,1419
9731,6,Advances in Photoacoustic Imaging and Tomography,3,3,15,80
9732,6,Advances in Transfer Learning and Domain Adaptation,8,7,29,46
9733,6,Advances in Ultrasound Elastography Imaging Techniques,3,1,27,118
9734,6,Advancing Evidence-Based Practice Implementation in Healthcare,35,23,229,2212
9735,6,Adversarial Robustness in Deep Learning Models,7,3,32,1136
9736,6,Adverse Drug Reactions and Pharmacovigilance,0,0,2,4
9737,6,Aeolian Geomorphology and Wind Erosion Dynamics,0,0,2,0
9738,6,Aerosols' Impact on Climate and Hydrological Cycle,0,0,2,2
9739,6,"Aetiology, Diagnosis, and Management of Myocarditis",13,12,90,4305
9740,6,Affective Geographies and Multispecies Ethnography,2,1,2,2
9741,6,Age-Related Macular Degeneration Research,17,12,76,714
9742,6,Aggregation-Induced Emission in Fluorescent Materials,3,5,5,37
9743,6,Agricultural Innovation and Livelihood Diversification,1,0,4,63
9744,6,Agroecology and Global Food Systems,2,1,4,2
9745,6,Air Traffic Management and Conflict Resolution,1,0,2,0
9746,6,Airborne Transmission of Respiratory Viruses,23,24,170,1373
9747,6,Alarm Fatigue in Clinical Monitoring Systems,5,3,30,86
9748,6,Algebraic Geometry and Moduli Theory,3,3,10,79
9749,6,Allergic Rhinitis and its Impact on Asthma,17,9,72,1401
9750,6,American Political Thought and History,61,56,65,91
9751,6,Amide Chemistry and Synthesis,2,2,9,50
9752,6,Amino Acid Transport and Metabolism in Health and Disease,3,2,18,62
9753,6,Ammonia Synthesis and Electrocatalysis,0,0,2,0
9754,6,Amoebiasis: Pathogenesis and Clinical Management,1,1,5,0
9755,6,Amyotrophic Lateral Sclerosis and Frontotemporal Dementia,26,21,246,10559
9756,6,Analysis and Applications of Heart Rate Variability,34,52,314,887
9757,6,Analysis and Modeling of Urban Street Networks,1,1,1,0
9758,6,Analysis of Brain Functional Connectivity Networks,265,187,1532,10152
9759,6,Analysis of Cardiac and Respiratory Sounds,8,4,60,697
9760,6,Analysis of Electrocardiogram Signals,27,19,163,2168
9761,6,Analysis of Electromyography Signal Processing,12,8,103,222
9762,6,Analysis of Gene Interaction Networks,28,12,152,2973
9763,6,Analysis of Impact Investing in Finance and Social Policy,1,1,1,0
9764,6,Analysis of Intellectual Property Rights and Innovation,0,0,1,0
9765,6,Analysis of Intravenous Infusion Systems,0,0,1,3
9766,6,Analysis of Three-Dimensional Shape Structures,3,0,9,0
9767,6,Analysis of Traffic Safety and Driver Behavior,0,0,1,4
9768,6,Analytical Techniques in Art Conservation and Archaeology,0,1,2,20
9769,6,Anarchist Movements and Ideologies,1,1,1,0
9770,6,Ancient Egyptian Studies and Linguistics,4,4,4,0
9771,6,Ancient Magical Practices and Beliefs,1,1,1,0
9772,6,Ancient Near Eastern Archaeology and History,13,13,13,0
9773,6,Ancient Near Eastern Studies and Civilizations,4,4,5,1
9774,6,Anesthesia and Sedation Management,8,12,43,85
9775,6,Animal Nutrition and Gut Health,1,0,2,0
9776,6,Animal Research Studies,1,0,8,0
9777,6,Ankle Injuries and Disorders in Sports Medicine,18,13,85,442
9778,6,Ankyloglossia and its Impact on Breastfeeding and Speech,2,1,12,71
9779,6,Anomalous Diffusion Modeling and Analysis,0,0,1,6
9780,6,Anomaly Detection in High-Dimensional Data,10,4,25,39
9781,6,Anorectal Surgical Procedures,1,1,11,16
9782,6,Anterior Cruciate Ligament Injuries in Athletes,18,12,116,472
9783,6,Anthropology of Globalization and Neoliberal Governmentality,7,7,8,6
9784,6,Antibiotic Resistance in Aquatic Environments and Wastewater,0,1,4,8
9785,6,Anticipating Critical Transitions in Ecosystems,3,4,9,51
9786,6,Antimicrobial Peptides in Host Defense and Therapy,5,2,32,178
9787,6,Antimicrobial Properties of Essential Oils in Foods,6,4,38,1091
9788,6,Antioxidants and Free Radicals in Health and Disease,0,2,3,24
9789,6,Antiplatelet Therapy in Cardiovascular Disease,8,4,47,138
9790,6,Aortic Atherosclerotic Disease and Embolic Events,0,0,2,0
9791,6,Apelin Signaling and Physiology,0,0,6,55
9792,6,Application of 3D Printing in Medical Anatomy Education,5,3,20,1
9793,6,Application of Fuzzy Cognitive Maps in Modeling,3,0,3,185
9794,6,Application of Genetic Programming in Machine Learning,3,0,4,0
9795,6,Application of Grey System Theory in Forecasting,2,2,5,0
9796,6,Application of Real Options in Investment Strategies,0,0,1,0
9797,6,Application of Stable Isotopes in Trophic Ecology,0,0,3,15
9798,6,Applications of 3D City Models,1,0,1,0
9799,6,Applications of Calorimetry in Scientific Research,1,1,6,3
9800,6,Applications of Deep Learning in Medical Imaging,23,10,181,651
9801,6,Applications of Electroporation in Biotechnology and Food Processing,0,0,7,144
9802,6,Applications of Ionic Liquids,1,1,3,0
9803,6,Applications of Photoredox Catalysis in Organic Synthesis,4,5,18,881
9804,6,Applications of Platelet-Rich Plasma in Regenerative Medicine,2,1,17,41
9805,6,Applications of Quantum Dots in Nanotechnology,10,10,46,383
9806,6,Aqueous Zinc-Ion Battery Technology,2,0,12,123
9807,6,Archaeological Research in Southern Africa,0,0,1,8
9808,6,Archival Science and Digital Preservation,3,2,6,2
9809,6,Arctic Permafrost Dynamics and Climate Change,0,0,4,2
9810,6,Arctic Shipping and Governance,1,1,1,0
9811,6,Aristolochic Acid Nephropathy and Urothelial Cancer,1,0,3,1
9812,6,Arithmetic of Multiple Zeta Values and Related Functions,1,0,2,5
9813,6,Arsenic Contamination in Natural Waters,5,3,20,156
9814,6,Arterial Stiffness and Cardiovascular Health,21,11,146,455
9815,6,Artificial Intelligence in Medicine,36,22,193,2835
9816,6,Artificial Intelligence in Service Industry,3,0,5,35
9817,6,Asian American Studies in Transnational Context,1,1,1,0
9818,6,Assessment of Animal Welfare in Various Species,2,1,10,32
9819,6,Assessment of Decisional Capacity in Psychiatry,7,1,27,48
9820,6,Assessment of Executive Functions in Spanish-Speaking Populations,1,1,1,0
9821,6,Assessment of Rural Sustainable Development Potentialities,0,1,1,0
9822,6,Assessment of Sustainable Development Indicators and Strategies,1,0,3,3
9823,6,Asset Pricing and Market Efficiency,17,11,49,700
9824,6,Assistive Technology and Disabilities,0,0,1,3
9825,6,Asthma,37,21,181,1068
9826,6,Asymmetric Catalysis,1,2,4,4
9827,6,Atmospheric Aerosols and their Impacts,2,1,18,234
9828,6,Atomic Force Microscopy Techniques,11,8,65,401
9829,6,Atomic Magnetometry Techniques,1,2,20,46
9830,6,Atopic Dermatitis and Skin Microbiome,14,8,95,352
9831,6,Atrial Fibrillation,49,45,250,1144
9832,6,Attention-Deficit/Hyperactivity Disorder,10,7,47,155
9833,6,Attosecond Physics and Optics,0,1,3,6
9834,6,Audio Signal Classification and Analysis,4,0,6,7
9835,6,Augmented Reality and its Applications,3,1,8,0
9836,6,Authorship Attribution and User Profiling in Text,2,1,4,150
9837,6,Autism Spectrum Disorders,43,34,231,1465
9838,6,Autofocusing in Microscopy and Photography,1,0,4,0
9839,6,Autoimmune Encephalitis: Clinical Characteristics and Management,15,11,81,300
9840,6,Autoinflammatory Bone Disorders,0,0,4,12
9841,6,Automata Theory and Formal Languages,0,0,1,0
9842,6,Automated Analysis of Blood Cell Images,5,0,36,150
9843,6,Automated Currency Recognition and Authentication,2,0,2,0
9844,6,Automated Detection of Hate Speech and Offensive Language,4,2,20,23
9845,6,Automated Pavement Inspection and Maintenance,0,0,2,1
9846,6,Automated Reconstruction of Fragmented Objects,2,1,2,1
9847,6,Automated Spine Segmentation and Identification,14,7,90,512
9848,6,Automatic Keyword Extraction from Textual Data,2,2,6,32
9849,6,Automatic License Plate Recognition System,1,0,1,0
9850,6,Automatic Road Extraction from Remote Sensing Images,0,0,3,26
9851,6,Automatic Text Simplification and Readability Assessment,1,1,2,0
9852,6,Automatic Video Summarization and Analysis,1,0,6,0
