,author_name,bin,domain_name,first_author,author_corresponding,counts,work_citedby,Summary_Country,Summary_Institution
46226,Satheesh Chonat,5,Life Sciences,1,1,1,0,,Children's Healthcare of Atlanta:1;
46227,Satheesh Chonat,6,Health Sciences,5,2,39,254,,Aflac (United States):1;Center for Cancer and Blood Disorders:4;Children's Healthcare of Atlanta:24;
46228,Satheesh Chonat,6,Life Sciences,2,2,15,40,,Children's Healthcare of Atlanta:11;
46229,Satheesh Chonat,6,Physical Sciences,1,0,1,0,,
46230,Sathvik R. Namburar,5,Life Sciences,0,0,1,13,,
46231,Sathvik R. Namburar,6,Life Sciences,0,0,1,2,,
46232,Sathya Balachander,6,Life Sciences,0,0,1,0,,Georgia Institute of Technology:2;
46233,Satinder K. Sandhu,6,Health Sciences,0,0,1,0,,
46234,Satomi Ando,5,Life Sciences,0,0,2,15,,
46235,Satomi Ando,6,Life Sciences,0,0,1,2,,Cincinnati Children's Hospital Medical Center:2;
46236,Satoshi Kamidani,5,Health Sciences,2,0,3,87,JP:1;,National Center For Child Health and Development:1;
46237,Satoshi Kamidani,5,Social Sciences,0,0,1,82,,
46238,Satoshi Kamidani,6,Health Sciences,3,1,42,774,,Centers for Disease Control and Prevention:2;Children's Healthcare of Atlanta:29;National Center for Immunization and Respiratory Diseases:1;
46239,Satoshi Kamidani,6,Life Sciences,0,0,1,8,UG:1;,Centers for Disease Control and Prevention:1;
46240,Satoshi Kamidani,6,Social Sciences,0,0,4,1,,Children's Healthcare of Atlanta:3;
46241,Satya Das,3,Health Sciences,0,0,3,78,,
46242,Satya Das,3,Physical Sciences,1,0,1,50,,
46243,Satya Das,3,Social Sciences,0,0,1,0,,
46244,Satya Das,6,Health Sciences,0,0,1,0,,Vanderbilt University:1;
46245,Satya Dev Negi,6,Life Sciences,0,0,1,5,,
46246,Satya Spandana Boddu,6,Life Sciences,0,0,4,5,,
46247,Satya Spandana Boddu,6,Social Sciences,0,0,1,0,,
46248,Satyanarayana Gedela,5,Health Sciences,1,1,3,50,,
46249,Satyanarayana Gedela,5,Life Sciences,0,0,1,12,,
46250,Satyanarayana Gedela,6,Health Sciences,0,0,9,156,,Children's Healthcare of Atlanta:7;
46251,Satyanarayana Gedela,6,Life Sciences,0,1,1,23,,Children's Healthcare of Atlanta:1;Children’s Institute:1;
46252,Satyanarayana Gedela,6,Physical Sciences,0,0,1,1,,Children's Healthcare of Atlanta:1;
46253,Satyawada Rama Rao,6,Life Sciences,0,1,1,15,,
46254,Saul J. Karpen,3,Health Sciences,3,2,17,1633,,Baylor College of Medicine:1;Children's Healthcare of Atlanta:3;Texas Children's Hospital:2;
46255,Saul J. Karpen,4,Health Sciences,1,4,15,1558,,Children's Healthcare of Atlanta:6;
46256,Saul J. Karpen,4,Life Sciences,0,0,1,0,,Children's Healthcare of Atlanta:1;
46257,Saul J. Karpen,5,Health Sciences,3,6,26,929,,Children's Healthcare of Atlanta:13;
46258,Saul J. Karpen,5,Life Sciences,0,1,1,50,,
46259,Saul J. Karpen,6,Health Sciences,2,4,38,329,,Children's Healthcare of Atlanta:29;Virginia Commonwealth University:1;
46260,Saul J. Karpen,6,Life Sciences,0,0,2,6,,Children's Healthcare of Atlanta:1;
46261,Saul J. Karpen,6,Physical Sciences,0,0,2,6,,Children's Healthcare of Atlanta:1;
46262,Saumeth Cardona,3,Health Sciences,0,0,3,12,,Morehouse School of Medicine:2;
46263,Saumeth Cardona,4,Health Sciences,1,0,2,259,,
46264,Saumeth Cardona,5,Health Sciences,3,0,9,266,,
46265,Saumeth Cardona,5,Life Sciences,0,0,2,104,,
46266,Saumeth Cardona,6,Health Sciences,0,0,7,231,,Grady Memorial Hospital:1;
46267,Saumya Gurbani,4,Health Sciences,2,0,9,189,,Georgia Institute of Technology:2;
46268,Saumya Gurbani,4,Life Sciences,1,0,1,0,,
46269,Saumya Gurbani,5,Health Sciences,4,1,14,201,,The Wallace H. Coulter Department of Biomedical Engineering:2;
46270,Saumya Gurbani,5,Life Sciences,1,0,2,27,,Georgia Institute of Technology:1;
46271,Saumya Gurbani,6,Health Sciences,1,0,9,51,,
46272,Saumya Gurbani,6,Life Sciences,0,0,2,2,,
46273,Saundra Latimer,6,Social Sciences,0,0,1,0,,
46274,Saurabh Chawla,3,Health Sciences,1,0,7,54,,Grady Memorial Hospital:1;
46275,Saurabh Chawla,4,Health Sciences,3,2,21,356,,
46276,Saurabh Chawla,5,Health Sciences,0,3,25,99,,Aurora St. Luke's Medical Center:1;Emory Healthcare:1;Grady Memorial Hospital:2;
46277,Saurabh Chawla,6,Health Sciences,2,3,30,144,,
46278,Saurabh Kumar,6,Health Sciences,1,0,1,0,,
46279,Saurabh Sinha,6,Life Sciences,0,0,1,0,,University of Illinois Urbana-Champaign:1;
46280,Savanah Rumbika,6,Health Sciences,0,0,4,12,,
46281,Savannah J. Post,5,Health Sciences,1,0,1,6,,
46282,Savannah J. Post,5,Life Sciences,1,0,1,29,,
46283,Savannah J. Post,5,Physical Sciences,0,0,1,8,,
46284,Savannah J. Post,6,Health Sciences,0,0,1,0,,
46285,Savannah J. Post,6,Life Sciences,0,1,2,10,,
46286,Savannah Ngo,6,Health Sciences,0,0,1,0,,
46287,Savannah R. Smith,6,Health Sciences,5,0,8,3,,
46288,Savannah R. Smith,6,Life Sciences,2,0,2,0,,
46289,Savannah Smith,6,Health Sciences,0,0,2,3,,
46290,Savannah Smith,6,Social Sciences,0,0,2,18,,
46291,Savi Mushiyev,6,Health Sciences,0,0,1,1,,
46292,Savita K. Sharma,2,Physical Sciences,1,0,1,31,,
46293,Savita K. Sharma,4,Physical Sciences,0,0,1,78,,
46294,Savita K. Sharma,5,Health Sciences,0,0,4,65,,
46295,Savita K. Sharma,6,Health Sciences,0,0,3,12,,Florida State University:1;
46296,Savita K. Sharma,6,Life Sciences,0,0,3,7,,Florida State University:1;
46297,Sayalee Potdar,6,Health Sciences,0,0,1,21,,
46298,Sayantan Datta,6,Health Sciences,1,0,1,24,,Johns Hopkins University:1;
46299,Sayed Ataullah Saeedzai,6,Health Sciences,0,0,1,0,AF:1;NZ:1;,Ministry of Public Health:1;University of Auckland:1;
46300,Sayli Sonsurkar,6,Social Sciences,0,0,2,0,,
46301,Sa’ed Atshan,6,Social Sciences,1,1,1,0,,
46302,Scholastica Uyileubenye Abu-Undiyaundeye,6,Health Sciences,0,0,1,13,,Arizona State University:1;
46303,Scot H Sherwood,6,Health Sciences,0,0,1,0,,
46304,Scot Seitz,2,Health Sciences,1,0,3,431,,Oglethorpe University:1;
46305,Scot Seitz,6,Social Sciences,0,0,1,0,,
46306,Scott A. Becker,5,Health Sciences,0,0,1,19,,Center for Cancer and Blood Disorders:1;
46307,Scott A. Becker,6,Health Sciences,1,0,1,4,,
46308,Scott A. Becker,6,Life Sciences,0,1,1,1,,
46309,Scott A. Hamlin,3,Health Sciences,1,0,1,88,,
46310,Scott A. Hamlin,6,Health Sciences,0,0,5,22,,University of Colorado Denver:1;
46311,Scott A. Jenks,3,Health Sciences,0,0,2,98,,University of Rochester:1;
46312,Scott A. Jenks,4,Health Sciences,0,0,1,11,,
46313,Scott A. Jenks,4,Life Sciences,0,0,2,468,,
46314,Scott A. Jenks,5,Health Sciences,1,0,6,732,,
46315,Scott A. Jenks,5,Life Sciences,2,1,10,1582,,
46316,Scott A. Jenks,6,Health Sciences,1,0,9,170,,Center for Human Genetics:1;
46317,Scott A. Jenks,6,Life Sciences,0,0,2,3,,
46318,Scott A. Lorch,6,Health Sciences,0,0,2,0,,Children's Hospital of Philadelphia:7;Cincinnati Children's Hospital Medical Center:1;
46319,Scott A. Sperling,6,Health Sciences,0,0,1,0,,Cleveland Clinic:1;
46320,Scott A. Tyson,6,Physical Sciences,0,1,1,16,,
46321,Scott A. Tyson,6,Social Sciences,1,1,1,0,,
46322,Scott Baker,6,Social Sciences,0,0,1,6,CA:1;,Kellogg's (Canada):1;National Bureau of Economic Research:2;
46323,Scott Boebinger,5,Health Sciences,0,0,1,5,,
46324,Scott Boebinger,6,Health Sciences,0,0,1,3,,Georgia Institute of Technology:2;The Wallace H. Coulter Department of Biomedical Engineering:2;
46325,Scott D. Boden,0,Health Sciences,2,0,7,159,,
46326,Scott D. Boden,0,Life Sciences,1,0,1,0,,
46327,Scott D. Boden,0,Physical Sciences,1,0,2,2,,
46328,Scott D. Boden,0,Social Sciences,0,0,2,82,,
46329,Scott D. Boden,1,Health Sciences,0,0,7,382,,Atlanta VA Medical Center:1;
46330,Scott D. Boden,1,Life Sciences,0,0,1,64,,
46331,Scott D. Boden,1,Physical Sciences,0,0,1,2,,
46332,Scott D. Boden,2,Health Sciences,0,0,5,521,,Hughston Clinic:1;
46333,Scott D. Boden,2,Life Sciences,0,0,4,126,,Atlanta VA Medical Center:1;
46334,Scott D. Boden,3,Health Sciences,2,2,8,249,,Atlanta VA Medical Center:3;
46335,Scott D. Boden,3,Life Sciences,0,0,3,25,,
46336,Scott D. Boden,4,Health Sciences,1,0,3,62,,
46337,Scott D. Boden,4,Social Sciences,0,0,1,2,,
46338,Scott D. Boden,5,Health Sciences,7,7,21,348,,Emory University Orthopaedics and Spine Hospital:1;
46339,Scott D. Boden,5,Life Sciences,0,0,1,0,,
46340,Scott D. Boden,5,Physical Sciences,0,0,2,25,,
46341,Scott D. Boden,6,Health Sciences,0,0,8,27,,Atlanta VA Medical Center:1;Veterans Health Administration:1;
46342,Scott D. Boden,6,Life Sciences,0,0,2,3,,
46343,Scott D. Flamm,6,Health Sciences,0,0,1,0,,University of Kansas:1;
46344,Scott D. Warner,6,Health Sciences,1,0,2,0,,
46345,Scott D. Warner,6,Physical Sciences,0,0,1,3,,
46346,Scott E. Evans,6,Health Sciences,0,1,1,15,,Fred Hutch Cancer Center:1;The University of Texas MD Anderson Cancer Center:1;
46347,Scott E. Regenbogen,6,Health Sciences,0,0,2,0,,Michigan Medicine:1;University of Michigan–Ann Arbor:11;
46348,Scott Eisenberg,6,Health Sciences,1,1,3,4,,
46349,Scott Fridkin,1,Health Sciences,0,0,1,16,,Centers for Disease Control and Prevention:2;The Centers:1;
46350,Scott Fridkin,4,Health Sciences,0,0,1,22,,Adventist HealthCare Rehabilitation:1;Centers for Disease Control and Prevention:1;National Center for Emerging and Zoonotic Infectious Diseases:1;
46351,Scott Fridkin,4,Life Sciences,0,0,2,0,,
46352,Scott Fridkin,5,Health Sciences,1,2,26,98,,Emory Healthcare:10;
46353,Scott Fridkin,5,Life Sciences,2,2,9,73,,Emory Healthcare:1;Office of Infectious Diseases:2;Veterans Health Administration:1;
46354,Scott Fridkin,5,Physical Sciences,0,0,1,0,,Emory Healthcare:1;
46355,Scott Fridkin,6,Health Sciences,3,4,36,303,,Georgia Department of Public Health:1;Georgia Urology:2;
46356,Scott Fridkin,6,Life Sciences,0,0,2,4,,
46357,Scott Fridkin,6,Physical Sciences,0,0,2,2,,
46358,Scott Fridkin,6,Social Sciences,0,0,1,3,,
46359,Scott Gaignard,6,Health Sciences,3,1,8,17,,
46360,Scott Gillespie,3,Health Sciences,0,0,3,22,,
46361,Scott Gillespie,3,Social Sciences,0,0,1,12,,
46362,Scott Gillespie,4,Health Sciences,0,0,28,517,,Children's Healthcare of Atlanta:5;
46363,Scott Gillespie,4,Life Sciences,0,0,6,461,,Center for Autism and Related Disorders:1;
46364,Scott Gillespie,4,Social Sciences,0,0,2,212,,
46365,Scott Gillespie,5,Health Sciences,0,2,31,345,,
46366,Scott Gillespie,5,Life Sciences,0,1,6,167,,Center for Autism and Related Disorders:3;Children's Healthcare of Atlanta:1;
46367,Scott Gillespie,5,Social Sciences,0,0,5,214,,Center for Autism and Related Disorders:1;Emory and Henry College:1;
46368,Scott Gillespie,6,Health Sciences,0,3,60,354,,Children's Healthcare of Atlanta:6;Emory and Henry College:1;
46369,Scott Gillespie,6,Life Sciences,0,0,10,31,,Center for Autism and Related Disorders:1;
46370,Scott Gillespie,6,Social Sciences,0,0,7,10,,Children's Healthcare of Atlanta:1;
46371,Scott Hoff,5,Life Sciences,0,0,1,7,,
46372,Scott Hoff,6,Health Sciences,3,0,3,0,,
46373,Scott Isaacs,3,Health Sciences,0,0,1,9,,
46374,Scott Isaacs,6,Health Sciences,2,2,7,588,,AID Atlanta:1;
46375,Scott J Edwards,6,Health Sciences,1,0,1,2,,Georgia Institute of Technology:1;
46376,Scott J. Hollister,5,Physical Sciences,0,0,1,14,,Georgia Institute of Technology:1;
46377,Scott J. Hollister,6,Health Sciences,0,0,1,0,,Georgia Institute of Technology:1;The Wallace H. Coulter Department of Biomedical Engineering:3;
46378,Scott J. Hollister,6,Physical Sciences,0,1,3,4,,The Wallace H. Coulter Department of Biomedical Engineering:3;
46379,Scott J. Myers,0,Life Sciences,1,0,2,36,,
46380,Scott J. Myers,2,Life Sciences,0,0,2,3138,,Eunice Kennedy Shriver National Institute of Child Health and Human Development:1;
46381,Scott J. Myers,4,Life Sciences,0,0,2,105,,
46382,Scott J. Myers,5,Life Sciences,0,0,11,296,,
46383,Scott J. Myers,6,Health Sciences,0,0,4,2,,
46384,Scott J. Myers,6,Life Sciences,2,0,12,64,,
46385,Scott J. N. McNabb,2,Health Sciences,1,1,1,20,,Office of the Director:1;
46386,Scott J. N. McNabb,3,Health Sciences,0,0,1,7,,
46387,Scott J. N. McNabb,3,Life Sciences,0,0,2,0,,
46388,Scott J. N. McNabb,3,Physical Sciences,0,0,1,72,,
46389,Scott J. N. McNabb,3,Social Sciences,0,0,1,2,,
46390,Scott J. N. McNabb,4,Health Sciences,1,0,9,126,,Georgia Department of Public Health:2;
46391,Scott J. N. McNabb,4,Life Sciences,0,0,1,42,,
46392,Scott J. N. McNabb,5,Health Sciences,0,0,5,44,,
46393,Scott J. N. McNabb,5,Life Sciences,0,0,2,2,,
46394,Scott J. N. McNabb,5,Social Sciences,0,0,1,1,,
46395,Scott J. N. McNabb,6,Health Sciences,2,1,4,8,,
46396,Scott J. N. McNabb,6,Physical Sciences,1,0,2,0,,
46397,Scott J. N. McNabb,6,Social Sciences,0,0,1,1,,
46398,Scott L. Diamond,6,Physical Sciences,0,0,1,4,,California University of Pennsylvania:1;
46399,Scott L. Rauch,6,Health Sciences,0,0,2,51,,Harvard University:4;McLean Hospital:4;
46400,Scott L. Rauch,6,Life Sciences,0,0,1,0,,Harvard University:4;McLean Hospital:3;
46401,Scott L. Weiss,4,Health Sciences,0,0,1,518,,Children's Hospital of Philadelphia:1;University of Pennsylvania:1;
46402,Scott L. Weiss,6,Health Sciences,0,0,1,0,,Children's Hospital of Philadelphia:1;Nemours Children's Health System:1;Northwestern University:1;
46403,Scott Lee,5,Health Sciences,1,0,1,15,,
46404,Scott Lee,6,Health Sciences,2,0,5,17,,
46405,Scott M. Fishman,6,Health Sciences,0,0,1,0,,UC Davis Health System:1;
46406,Scott M. Villa,5,Life Sciences,0,0,1,0,,
46407,Scott M. Villa,6,Life Sciences,3,3,6,43,,Davidson College:1;University of Utah:1;
46408,Scott N. Mueller,0,Health Sciences,0,0,1,56,,
46409,Scott N. Mueller,1,Health Sciences,2,0,2,453,,
46410,Scott N. Mueller,1,Life Sciences,1,0,2,274,,
46411,Scott N. Mueller,2,Health Sciences,1,0,1,53,,
46412,Scott N. Mueller,2,Life Sciences,3,0,4,535,,
46413,Scott N. Mueller,6,Life Sciences,0,0,1,5,,
46414,Scott O. Lilienfeld,0,Health Sciences,3,1,3,68,,
46415,Scott O. Lilienfeld,0,Life Sciences,1,1,1,1,,
46416,Scott O. Lilienfeld,0,Social Sciences,8,4,15,790,,
46417,Scott O. Lilienfeld,1,Health Sciences,1,1,3,46,,
46418,Scott O. Lilienfeld,1,Physical Sciences,0,0,1,85,,
46419,Scott O. Lilienfeld,1,Social Sciences,7,5,26,2631,,
46420,Scott O. Lilienfeld,2,Health Sciences,0,0,3,168,,
46421,Scott O. Lilienfeld,2,Social Sciences,7,4,27,2193,,
46422,Scott O. Lilienfeld,3,Health Sciences,4,1,5,486,,
46423,Scott O. Lilienfeld,3,Life Sciences,0,0,4,438,,
46424,Scott O. Lilienfeld,3,Social Sciences,14,5,41,3073,,
46425,Scott O. Lilienfeld,4,Health Sciences,2,1,8,61,,
46426,Scott O. Lilienfeld,4,Life Sciences,0,0,8,269,,
46427,Scott O. Lilienfeld,4,Physical Sciences,1,0,1,106,,
46428,Scott O. Lilienfeld,4,Social Sciences,19,13,59,2540,AU:2;,University of Melbourne:2;
46429,Scott O. Lilienfeld,5,Health Sciences,0,0,18,305,AU:1;,University of Melbourne:1;
46430,Scott O. Lilienfeld,5,Life Sciences,1,1,8,237,,
46431,Scott O. Lilienfeld,5,Social Sciences,12,8,52,974,AU:4;NL:1;,University of Amsterdam:1;University of Melbourne:4;
46432,Scott O. Lilienfeld,6,Health Sciences,0,0,2,52,,
46433,Scott O. Lilienfeld,6,Life Sciences,0,0,2,29,,
46434,Scott O. Lilienfeld,6,Social Sciences,0,0,14,212,AU:3;,Australian Psychological Society:1;University of Melbourne:2;
46435,Scott Ouellette,6,Health Sciences,0,0,1,3,,Vanderbilt Health:1;
46436,Scott R. Beach,6,Health Sciences,0,0,1,1,,Harvard University:1;Massachusetts General Hospital:1;
46437,Scott R. Kennedy,6,Health Sciences,1,0,4,8,,Albert Einstein College of Medicine:1;University of Washington:1;
46438,Scott R. Kennedy,6,Social Sciences,0,0,1,0,,
46439,Scott R. Wessels,6,Health Sciences,0,0,1,50,,Boston Medical Center:1;
46440,Scott Schnur,6,Life Sciences,1,0,1,0,,
46441,Scott Schnur,6,Social Sciences,0,0,1,4,,
46442,Scott Seys,6,Health Sciences,0,0,1,26,,Ohio Department of Health:1;
46443,Scott Shaeffer,6,Life Sciences,0,0,1,4,,
46444,Scott Steward-Tharp,6,Health Sciences,0,0,2,1,,
46445,Scott Sussman,6,Health Sciences,0,0,1,1,,Yale New Haven Health System:1;
46446,Scott T. Weiss,6,Life Sciences,0,0,1,1,,Brigham and Women's Hospital:2;
46447,Scott W. Thomaston,4,Physical Sciences,0,0,1,3,,
46448,Scott W. Thomaston,5,Physical Sciences,0,0,1,0,,
46449,Scott W. Thomaston,6,Health Sciences,0,0,1,0,,
46450,Se Jin Im,4,Health Sciences,1,0,1,1478,,
46451,Se Jin Im,4,Life Sciences,0,0,4,57,,
46452,Se Jin Im,5,Health Sciences,1,0,7,1267,,
46453,Se Jin Im,5,Life Sciences,1,0,3,589,,
46454,Se Jin Im,6,Health Sciences,0,0,1,185,,
46455,Se Jin Im,6,Life Sciences,1,0,2,144,KR:2;,Sungkyunkwan University:2;
46456,Se Min Canon,5,Health Sciences,0,0,1,4,,
46457,Se Min Canon,5,Life Sciences,0,0,3,54,,
46458,Se Min Canon,6,Life Sciences,0,0,1,6,,
46459,Se-Yeong Oh,3,Life Sciences,0,0,1,25,,
46460,Se-Yeong Oh,4,Life Sciences,1,0,3,1,,Pediatrics and Genetics:1;
46461,Se-Yeong Oh,5,Life Sciences,0,0,3,4,,
46462,Se-Yeong Oh,6,Life Sciences,0,0,3,76,,
46463,Seamus P. Whelton,6,Health Sciences,0,0,1,1,,Emory Clinic:1;Johns Hopkins Medicine:5;Johns Hopkins University:15;
46464,Sean A. Ridout,6,Health Sciences,1,1,1,0,,
46465,Sean A. Ridout,6,Physical Sciences,0,0,3,8,,University of Pennsylvania:1;
46466,Sean B. Rourke,6,Health Sciences,0,0,2,3,CA:2;GB:1;,"City, University of London:1;St. Michael's Hospital:1;Toronto Metropolitan University:1;"
46467,Sean Carr,6,Health Sciences,0,0,3,0,,Veterans Health Administration:1;
46468,Sean Carr,6,Life Sciences,2,0,2,0,,
46469,Sean Caspers,6,Health Sciences,0,0,1,3,,Hennepin County Medical Center:1;Vanderbilt Health:1;
46470,Sean D. Kelly,3,Life Sciences,1,0,5,130,,
46471,Sean D. Kelly,4,Health Sciences,0,0,3,85,,
46472,Sean D. Kelly,4,Life Sciences,0,0,7,102,,
46473,Sean D. Kelly,4,Physical Sciences,0,0,1,0,,
46474,Sean D. Kelly,5,Health Sciences,0,0,4,36,,
46475,Sean D. Kelly,5,Life Sciences,0,0,6,139,,
46476,Sean D. Kelly,6,Health Sciences,0,0,3,1,,
46477,Sean D. Kelly,6,Life Sciences,0,0,5,84,,
46478,Sean D. Kelly,6,Physical Sciences,0,0,1,6,,
46479,Sean Dresser,5,Health Sciences,0,0,2,74,,
46480,Sean Dresser,6,Health Sciences,0,0,4,6,,
46481,Sean Dresser,6,Physical Sciences,0,0,1,82,,
46482,Sean Esplin,6,Health Sciences,0,0,1,0,,Intermountain Healthcare:2;MetroHealth:1;
46483,Sean Evans,5,Health Sciences,1,0,7,17,,LFB (United States):1;
46484,Sean Evans,6,Health Sciences,2,4,14,33,,Children's Healthcare of Atlanta:3;
46485,Sean Evans,6,Life Sciences,1,0,2,6,,
46486,Sean Hwang,5,Health Sciences,0,0,1,32,,Hofstra University:1;Northwell Health:1;Northwestern University:1;
46487,Sean Hwang,6,Health Sciences,0,0,3,4,,Northwell Health:3;Northwestern University:2;Piedmont University:1;
46488,Sean Kelly,6,Life Sciences,0,0,1,23,,
46489,Sean Longbrake,6,Physical Sciences,0,0,2,1,,National Science Foundation:1;
46490,Sean Malhotra,6,Social Sciences,0,0,1,0,,
46491,Sean Minton,5,Social Sciences,0,0,2,42,,Wayne State University:1;
46492,Sean Minton,6,Health Sciences,0,0,3,21,,
46493,Sean Minton,6,Social Sciences,0,0,2,15,,
46494,Sean O'Connell,6,Physical Sciences,0,0,1,0,,
46495,Sean O‘Connell,6,Life Sciences,0,0,2,10,,Georgia Institute of Technology:2;
46496,Sean O’Connell,6,Life Sciences,0,0,4,7,,Georgia Institute of Technology:4;
46497,Sean P. Collins,0,Health Sciences,0,0,1,40,,University of Cincinnati:1;
46498,Sean P. Collins,6,Physical Sciences,0,0,1,0,,"Rutgers, The State University of New Jersey:1;"
46499,Sean P. Doyle,5,Health Sciences,1,0,1,2,,
46500,Sean P. Doyle,5,Life Sciences,0,0,1,9,,
46501,Sean P. Doyle,5,Physical Sciences,1,0,1,0,,
46502,Sean P. Doyle,6,Health Sciences,2,1,3,9,,
46503,Sean P. Doyle,6,Life Sciences,0,0,3,26,,
46504,Sean P. Dukelow,6,Health Sciences,0,0,1,18,CA:1;,University of British Columbia:1;
46505,Sean P. Haughey,6,Health Sciences,0,0,1,1,,University of Virginia:2;
46506,Sean P. Moran,3,Life Sciences,0,0,2,83,,
46507,Sean P. Moran,4,Life Sciences,1,1,2,88,,
46508,Sean P. Moran,6,Health Sciences,0,0,1,4,,
46509,Sean R. Dariushnia,3,Health Sciences,1,1,7,293,,
46510,Sean R. Dariushnia,4,Health Sciences,2,2,8,743,,
46511,Sean R. Dariushnia,5,Health Sciences,1,2,19,482,,
46512,Sean R. Dariushnia,6,Health Sciences,1,1,6,71,,Grady Memorial Hospital:1;
46513,Sean R. Stowell,1,Life Sciences,3,0,6,1127,,
46514,Sean R. Stowell,2,Health Sciences,0,0,1,116,,
46515,Sean R. Stowell,2,Life Sciences,3,0,8,922,AR:1;,Experimental Medicine and Biology Institute:1;
46516,Sean R. Stowell,3,Health Sciences,8,7,18,405,,Bloodworks Northwest:1;Institute for Transfusion Medicine:1;
46517,Sean R. Stowell,3,Life Sciences,3,4,14,521,,
46518,Sean R. Stowell,4,Health Sciences,3,5,27,495,,Institute for Transfusion Medicine:1;
46519,Sean R. Stowell,4,Life Sciences,1,3,9,353,,AID Atlanta:1;
46520,Sean R. Stowell,5,Health Sciences,2,13,46,1694,,Emory University Hospital:2;Institute for Transfusion Medicine:3;Massachusetts General Hospital:1;
46521,Sean R. Stowell,5,Life Sciences,0,2,15,358,,
46522,Sean R. Stowell,6,Health Sciences,0,4,13,181,,Brigham and Women's Hospital:33;Community Link:1;Harvard University:4;
46523,Sean R. Stowell,6,Life Sciences,0,2,4,37,,Brigham and Women's Hospital:3;Harvard University:1;
46524,Sean R. Stowell,6,Social Sciences,0,0,1,0,,
46525,Sean Steele,5,Health Sciences,0,0,1,14,,
46526,Sean Steele,6,Health Sciences,2,0,6,64,,University of Washington:1;
46527,Sean T. Evans,6,Health Sciences,0,0,11,136,,
46528,Sean T. Evans,6,Life Sciences,0,0,1,14,,
46529,Sean Thomas,2,Physical Sciences,0,0,1,0,,
46530,Sean Thomas,6,Health Sciences,0,0,1,0,,
46531,Sean Thompson,6,Health Sciences,1,0,1,0,,
46532,Sean Thompson,6,Life Sciences,0,0,1,3,,
46533,Seana Cleary,6,Life Sciences,0,0,1,0,,College of New Jersey:1;
46534,Sebastian Alvarez,6,Health Sciences,0,0,1,0,CO:1;,Universidad El Bosque:1;
46535,Sebastian Heath,6,Social Sciences,0,0,1,0,,American Society of Overseas Research:1;
46536,Sebastian Roa,6,Life Sciences,0,0,1,0,,
46537,Sebastian Seiffert,6,Physical Sciences,0,0,2,0,DE:2;,Johannes Gutenberg University Mainz:2;University of Chicago:4;University of Massachusetts Amherst:1;
46538,Sebastian Sensale,6,Life Sciences,0,0,1,0,,Duke University:2;
46539,Sebastiano Moruzzi,6,Life Sciences,0,0,1,3,JP:1;,The University of Tokyo:1;
46540,Sebastián Durán Ahumada,6,Life Sciences,1,0,3,3,,
46541,Sebastián Medina,6,Health Sciences,0,0,1,0,,
46542,Sebastián Podlipnik,6,Health Sciences,0,0,1,60,,Microsoft (United States):1;
46543,Sebastián Vollmer,6,Health Sciences,0,0,1,6,DE:4;,Massachusetts General Hospital:1;University of Göttingen:4;
46544,Sebastián Zárate Rojas,6,Life Sciences,1,0,1,2,,North Central State College:1;
46545,Sedem Adiabu,6,Social Sciences,0,0,1,3,,The Task Force for Global Health:1;
46546,Seegar Swanson,0,Health Sciences,0,0,1,118,,
46547,Seegar Swanson,1,Health Sciences,0,0,1,15,,
46548,Seegar Swanson,3,Health Sciences,0,0,1,140,,Indiana University – Purdue University Indianapolis:1;
46549,Seegar Swanson,5,Health Sciences,0,0,1,0,,
46550,Seegar Swanson,6,Health Sciences,0,0,2,17,,
46551,Seegar Swanson,6,Social Sciences,0,0,1,0,,
46552,Seema Das,6,Health Sciences,0,0,2,1,NP:2;,Dhulikhel Hospital:1;Kathmandu University:1;
46553,Seema Mengshetti,5,Health Sciences,1,0,4,30,,
46554,Seema Mengshetti,5,Life Sciences,0,0,1,64,,
46555,Seema Mengshetti,6,Health Sciences,0,0,3,1,,Children's Healthcare of Atlanta:3;
46556,Seema Mustafa,6,Health Sciences,1,0,3,5,,
46557,Seema Nayak,6,Health Sciences,0,0,1,2,,National Institute of Allergy and Infectious Diseases:11;National Institutes of Health:2;
46558,Seema R. Patel,1,Health Sciences,0,0,1,16,,
46559,Seema R. Patel,1,Life Sciences,0,0,3,1019,,
46560,Seema R. Patel,2,Health Sciences,2,1,3,53,,
46561,Seema R. Patel,3,Health Sciences,2,0,6,259,,Center for Cancer and Blood Disorders:1;
46562,Seema R. Patel,4,Health Sciences,1,4,15,226,,Institute for Transfusion Medicine:1;
46563,Seema R. Patel,4,Life Sciences,1,0,3,132,,
46564,Seema R. Patel,5,Health Sciences,4,0,10,198,,Children's Healthcare of Atlanta:3;Institute for Transfusion Medicine:1;
46565,Seema R. Patel,6,Health Sciences,2,0,12,75,,Aflac (United States):1;Center for Cancer and Blood Disorders:1;Children's Healthcare of Atlanta:7;
46566,Seema R. Patel,6,Life Sciences,0,0,2,0,,Children's Healthcare of Atlanta:2;
46567,Seema S. Lakdawala,6,Health Sciences,0,8,25,63,,University of Pittsburgh:8;
46568,Seema S. Lakdawala,6,Life Sciences,0,1,1,4,,
46569,Seema S. Tekwani,4,Health Sciences,0,0,1,52,,
46570,Seema S. Tekwani,5,Health Sciences,0,0,3,0,,
46571,Seema S. Tekwani,5,Life Sciences,0,0,1,10,,
46572,Seema S. Tekwani,5,Social Sciences,0,0,1,0,,
